text,split_sentences
ELI5 How do we perceive different timbres or qualities of sound I understand that sound is vibrations of the air which are picked up by our eardrums and other parts of the inner ear but how do the sound waves created by say a guitar differ from the sound waves created by a piano,"[('ELI5', 0), ('How', 0), ('do', 0), ('we', 0), ('perceive', 0), ('different', 0), ('timbres', 0), ('or', 0), ('qualities', 0), ('of', 0), ('sound', 0), ('I', 0), ('understand', 0), ('that', 0), ('sound', 0), ('is', 0), ('vibrations', 0), ('of', 0), ('the', 0), ('air', 0), ('which', 0), ('are', 0), ('picked', 0), ('up', 0), ('by', 0), ('our', 0), ('eardrums', 0), ('and', 0), ('other', 0), ('parts', 0), ('of', 0), ('the', 0), ('inner', 0), ('ear', 0), ('but', 0), ('how', 0), ('do', 0), ('the', 0), ('sound', 0), ('waves', 0), ('created', 0), ('by', 0), ('say', 0), ('a', 0), ('guitar', 1), ('differ', 0), ('from', 0), ('the', 0), ('sound', 0), ('waves', 0), ('created', 0), ('by', 0), ('a', 0), ('piano', 1)]"
Almost no instrument produces a pure tone The flute is about the closest Generally an instrument produces a load of notes that make up the harmonic series These are notes whose frequencies are a whole number multiple of times the base or fundamental frequency So when you hear a piano playing 440Hz concert A you re also hearing a little bit of the A an octave higher at 880Hz and the E above that at 1320Hz and the A at 1760Hz etc The exact mix of these notes is what determines tone or timbre You can see this for yourself Download a free spectrum analyser app and sing in to it If you whistle you ll see a sharp peak pretty close to a pure tone Now sing a few different vowels and you ll see a bunch of spikes As you keep the note the same but change the vowels you ll see the lowest not stays in the same place but the higher tones change in position and amount,"[('Almost', 0), ('no', 0), ('instrument', 0), ('produces', 0), ('a', 0), ('pure', 0), ('tone', 0), ('The', 0), ('flute', 0), ('is', 0), ('about', 0), ('the', 0), ('closest', 0), ('Generally', 0), ('an', 0), ('instrument', 0), ('produces', 0), ('a', 0), ('load', 0), ('of', 0), ('notes', 0), ('that', 0), ('make', 0), ('up', 0), ('the', 0), ('harmonic', 0), ('series', 0), ('These', 0), ('are', 0), ('notes', 0), ('whose', 0), ('frequencies', 0), ('are', 0), ('a', 0), ('whole', 0), ('number', 0), ('multiple', 0), ('of', 0), ('times', 0), ('the', 0), ('base', 0), ('or', 0), ('fundamental', 0), ('frequency', 0), ('So', 0), ('when', 0), ('you', 0), ('hear', 0), ('a', 0), ('piano', 0), ('playing', 0), ('440Hz', 0), ('concert', 0), ('A', 0), ('you', 0), ('re', 0), ('also', 0), ('hearing', 0), ('a', 0), ('little', 0), ('bit', 0), ('of', 0), ('the', 0), ('A', 0), ('an', 0), ('octave', 0), ('higher', 0), ('at', 0), ('880Hz', 0), ('and', 0), ('the', 0), ('E', 0), ('above', 0), ('that', 0), ('at', 0), ('1320Hz', 0), ('and', 0), ('the', 0), ('A', 0), ('at', 0), ('1760Hz', 0), ('etc', 0), ('The', 0), ('exact', 0), ('mix', 0), ('of', 0), ('these', 0), ('notes', 0), ('is', 0), ('what', 0), ('determines', 0), ('tone', 0), ('or', 0), ('timbre', 0), ('You', 0), ('can', 0), ('see', 0), ('this', 0), ('for', 0), ('yourself', 0), ('Download', 0), ('a', 0), ('free', 0), ('spectrum', 0), ('analyser', 0), ('app', 0), ('and', 0), ('sing', 0), ('in', 0), ('to', 0), ('it', 0), ('If', 0), ('you', 0), ('whistle', 0), ('you', 0), ('ll', 0), ('see', 0), ('a', 0), ('sharp', 0), ('peak', 0), ('pretty', 0), ('close', 0), ('to', 0), ('a', 0), ('pure', 0), ('tone', 0), ('Now', 0), ('sing', 0), ('a', 0), ('few', 0), ('different', 0), ('vowels', 0), ('and', 0), ('you', 0), ('ll', 0), ('see', 0), ('a', 0), ('bunch', 0), ('of', 0), ('spikes', 0), ('As', 0), ('you', 0), ('keep', 0), ('the', 0), ('note', 0), ('the', 0), ('same', 0), ('but', 0), ('change', 0), ('the', 0), ('vowels', 0), ('you', 0), ('ll', 0), ('see', 0), ('the', 0), ('lowest', 0), ('not', 0), ('stays', 0), ('in', 0), ('the', 0), ('same', 0), ('place', 0), ('but', 0), ('the', 0), ('higher', 0), ('tones', 0), ('change', 0), ('in', 0), ('position', 0), ('and', 0), ('amount', 0)]"
This is actually more of a physics question When you play a note on a guitar you are taking that string causing it to vibrate at a certain frequency thus creating the basic sound wave you mention A piano does the same exact thing just using a hammer to strike the string But sound doesn 2019t stop there Sound from the guitar string bounces around the inside of the guitar causing the waves to interact with each other creating sound waves that look quite different from the typical sine wave you usually see when discussing sound The same thing for the piano which is why you can hear a difference between a basic upright piano and a grand piano Different structures cause the sound to resonate differently causing the same note to sound different depending on the instrument,"[('This', 0), ('is', 0), ('actually', 0), ('more', 0), ('of', 0), ('a', 0), ('physics', 0), ('question', 0), ('When', 0), ('you', 0), ('play', 0), ('a', 0), ('note', 0), ('on', 0), ('a', 0), ('guitar', 1), ('you', 0), ('are', 0), ('taking', 0), ('that', 0), ('string', 0), ('causing', 0), ('it', 0), ('to', 0), ('vibrate', 0), ('at', 0), ('a', 0), ('certain', 0), ('frequency', 0), ('thus', 0), ('creating', 0), ('the', 0), ('basic', 0), ('sound', 0), ('wave', 0), ('you', 0), ('mention', 0), ('A', 0), ('piano', 1), ('does', 0), ('the', 0), ('same', 0), ('exact', 0), ('thing', 0), ('just', 0), ('using', 0), ('a', 0), ('hammer', 0), ('to', 0), ('strike', 0), ('the', 0), ('string', 0), ('But', 0), ('sound', 0), ('doesn', 0), ('2019t', 0), ('stop', 0), ('there', 0), ('Sound', 0), ('from', 0), ('the', 0), ('guitar', 1), ('string', 0), ('bounces', 0), ('around', 0), ('the', 0), ('inside', 0), ('of', 0), ('the', 0), ('guitar', 1), ('causing', 0), ('the', 0), ('waves', 0), ('to', 0), ('interact', 0), ('with', 0), ('each', 0), ('other', 0), ('creating', 0), ('sound', 0), ('waves', 0), ('that', 0), ('look', 0), ('quite', 0), ('different', 0), ('from', 0), ('the', 0), ('typical', 0), ('sine', 0), ('wave', 0), ('you', 0), ('usually', 0), ('see', 0), ('when', 0), ('discussing', 0), ('sound', 0), ('The', 0), ('same', 0), ('thing', 0), ('for', 0), ('the', 0), ('piano', 1), ('which', 0), ('is', 0), ('why', 0), ('you', 0), ('can', 0), ('hear', 0), ('a', 0), ('difference', 0), ('between', 0), ('a', 0), ('basic', 0), ('upright', 0), ('piano', 1), ('and', 0), ('a', 0), ('grand', 0), ('piano', 1), ('Different', 0), ('structures', 0), ('cause', 0), ('the', 0), ('sound', 0), ('to', 0), ('resonate', 0), ('differently', 0), ('causing', 0), ('the', 0), ('same', 0), ('note', 0), ('to', 0), ('sound', 0), ('different', 0), ('depending', 0), ('on', 0), ('the', 0), ('instrument', 0)]"
Neutrik NP2RX-Timbre cable as makeshift tone control for TD style guitars,"[('Neutrik', 0), ('NP2RX-Timbre', 0), ('cable', 0), ('as', 0), ('makeshift', 0), ('tone', 0), ('control', 0), ('for', 0), ('TD', 0), ('style', 0), ('guitars', 1)]"
For me it s just very clean and straightforward with vocals way too high in the mix Some riffs are really bangin and it s not like they don t know what they re doing but sometimes it feels a little cookie-cutter and clean like a lot of death metal I can t hate on someone for liking them but the new stuff just doesn t appeal to me and I m not going to let my appreciation for their earlier stuff dictate my current opinions,"[('For', 0), ('me', 0), ('it', 0), ('s', 0), ('just', 0), ('very', 0), ('clean', 0), ('and', 0), ('straightforward', 0), ('with', 0), ('vocals', 0), ('way', 0), ('too', 0), ('high', 0), ('in', 0), ('the', 0), ('mix', 0), ('Some', 0), ('riffs', 0), ('are', 0), ('really', 0), ('bangin', 0), ('and', 0), ('it', 0), ('s', 0), ('not', 0), ('like', 0), ('they', 0), ('don', 0), ('t', 0), ('know', 0), ('what', 0), ('they', 0), ('re', 0), ('doing', 0), ('but', 0), ('sometimes', 0), ('it', 0), ('feels', 0), ('a', 0), ('little', 0), ('cookie-cutter', 0), ('and', 0), ('clean', 0), ('like', 0), ('a', 0), ('lot', 0), ('of', 0), ('death', 0), ('metal', 0), ('I', 0), ('can', 0), ('t', 0), ('hate', 0), ('on', 0), ('someone', 0), ('for', 0), ('liking', 0), ('them', 0), ('but', 0), ('the', 0), ('new', 0), ('stuff', 0), ('just', 0), ('doesn', 0), ('t', 0), ('appeal', 0), ('to', 0), ('me', 0), ('and', 0), ('I', 0), ('m', 0), ('not', 0), ('going', 0), ('to', 0), ('let', 0), ('my', 0), ('appreciation', 0), ('for', 0), ('their', 0), ('earlier', 0), ('stuff', 0), ('dictate', 0), ('my', 0), ('current', 0), ('opinions', 0)]"
I don t like them anymore the music on the new records basically consists of very simple riffs most of them powerchords quite simple drumming and a lot of repetition Sometimes they make a catchy song this way in most cases it s just boring to me To be honest I don t even consider them Black Metal at this point and it has NOTHING to do with being Sell Out or commercial appeal A lot of idiots claim this to be the reason for the hate against them elitist will hate them because they are sucessfull yadda yadda when it actually is about the music A Band can be very Black Metal and sell a lot there is no correlation But in Satyricons case a lot of the musical qualities and features of Black Metal fast drumming tremolo guitars more abstract song structures being the most obvious are missing Yeah you can call it Black Roll but it actually is just simple Rock and Roll with Black Metal-Vocals,"[('I', 0), ('don', 0), ('t', 0), ('like', 0), ('them', 0), ('anymore', 0), ('the', 0), ('music', 0), ('on', 0), ('the', 0), ('new', 0), ('records', 0), ('basically', 0), ('consists', 0), ('of', 0), ('very', 0), ('simple', 0), ('riffs', 0), ('most', 0), ('of', 0), ('them', 0), ('powerchords', 0), ('quite', 0), ('simple', 0), ('drumming', 0), ('and', 0), ('a', 0), ('lot', 0), ('of', 0), ('repetition', 0), ('Sometimes', 0), ('they', 0), ('make', 0), ('a', 0), ('catchy', 0), ('song', 0), ('this', 0), ('way', 0), ('in', 0), ('most', 0), ('cases', 0), ('it', 0), ('s', 0), ('just', 0), ('boring', 0), ('to', 0), ('me', 0), ('To', 0), ('be', 0), ('honest', 0), ('I', 0), ('don', 0), ('t', 0), ('even', 0), ('consider', 0), ('them', 0), ('Black', 0), ('Metal', 0), ('at', 0), ('this', 0), ('point', 0), ('and', 0), ('it', 0), ('has', 0), ('NOTHING', 0), ('to', 0), ('do', 0), ('with', 0), ('being', 0), ('Sell', 0), ('Out', 0), ('or', 0), ('commercial', 0), ('appeal', 0), ('A', 0), ('lot', 0), ('of', 0), ('idiots', 0), ('claim', 0), ('this', 0), ('to', 0), ('be', 0), ('the', 0), ('reason', 0), ('for', 0), ('the', 0), ('hate', 0), ('against', 0), ('them', 0), ('elitist', 0), ('will', 0), ('hate', 0), ('them', 0), ('because', 0), ('they', 0), ('are', 0), ('sucessfull', 0), ('yadda', 0), ('yadda', 0), ('when', 0), ('it', 0), ('actually', 0), ('is', 0), ('about', 0), ('the', 0), ('music', 0), ('A', 0), ('Band', 0), ('can', 0), ('be', 0), ('very', 0), ('Black', 0), ('Metal', 0), ('and', 0), ('sell', 0), ('a', 0), ('lot', 0), ('there', 0), ('is', 0), ('no', 0), ('correlation', 0), ('But', 0), ('in', 0), ('Satyricons', 0), ('case', 0), ('a', 0), ('lot', 0), ('of', 0), ('the', 0), ('musical', 0), ('qualities', 0), ('and', 0), ('features', 0), ('of', 0), ('Black', 0), ('Metal', 0), ('fast', 0), ('drumming', 0), ('tremolo', 0), ('guitars', 0), ('more', 0), ('abstract', 0), ('song', 0), ('structures', 0), ('being', 0), ('the', 0), ('most', 0), ('obvious', 0), ('are', 0), ('missing', 0), ('Yeah', 0), ('you', 0), ('can', 0), ('call', 0), ('it', 0), ('Black', 0), ('Roll', 0), ('but', 0), ('it', 0), ('actually', 0), ('is', 0), ('just', 0), ('simple', 0), ('Rock', 0), ('and', 0), ('Roll', 0), ('with', 0), ('Black', 0), ('Metal-Vocals', 0)]"
QUESTION What kind of guitar setup would create this kind of sound,"[('QUESTION', 0), ('What', 0), ('kind', 0), ('of', 0), ('guitar', 1), ('setup', 0), ('would', 0), ('create', 0), ('this', 0), ('kind', 0), ('of', 0), ('sound', 0)]"
Sounds like a synth axe with reverb and a healthy dose of cheese,"[('Sounds', 0), ('like', 0), ('a', 0), ('synth', 0), ('axe', 0), ('with', 0), ('reverb', 2), ('and', 0), ('a', 0), ('healthy', 0), ('dose', 0), ('of', 0), ('cheese', 0)]"
Multiple tracked likely w different almost every thing guitar settings effects chain c on each track but I don t really know That slick over produced sound is not my thing at all Sounds like theme to a TV show first link,"[('Multiple', 0), ('tracked', 0), ('likely', 0), ('w', 0), ('different', 0), ('almost', 0), ('every', 0), ('thing', 0), ('guitar', 0), ('settings', 0), ('effects', 0), ('chain', 0), ('c', 0), ('on', 0), ('each', 0), ('track', 0), ('but', 0), ('I', 0), ('don', 0), ('t', 0), ('really', 0), ('know', 0), ('That', 0), ('slick', 0), ('over', 0), ('produced', 0), ('sound', 0), ('is', 0), ('not', 0), ('my', 0), ('thing', 0), ('at', 0), ('all', 0), ('Sounds', 0), ('like', 0), ('theme', 0), ('to', 0), ('a', 0), ('TV', 0), ('show', 0), ('first', 0), ('link', 0)]"
Thinking about Nick s guitars,"[('Thinking', 0), ('about', 0), ('Nick', 0), ('s', 0), ('guitars', 1)]"
They are catchy when you want something light and straight-forward Sure the new albums are very different from the earlier ones like Dark Medieval Times I love it maybe they are not as deep but they re a good listen,"[('They', 0), ('are', 0), ('catchy', 0), ('when', 0), ('you', 0), ('want', 0), ('something', 0), ('light', 2), ('and', 0), ('straight-forward', 2), ('Sure', 0), ('the', 0), ('new', 0), ('albums', 0), ('are', 0), ('very', 0), ('different', 0), ('from', 0), ('the', 0), ('earlier', 0), ('ones', 0), ('like', 0), ('Dark', 0), ('Medieval', 0), ('Times', 0), ('I', 0), ('love', 0), ('it', 0), ('maybe', 0), ('they', 0), ('are', 0), ('not', 0), ('as', 0), ('deep', 0), ('but', 0), ('they', 0), ('re', 0), ('a', 0), ('good', 0), ('listen', 0)]"
The timbre of this guitar is amazing,"[('The', 0), ('timbre', 0), ('of', 0), ('this', 0), ('guitar', 0), ('is', 0), ('amazing', 0)]"
Which one There are three excellent guitars featured in this video--a Pepe Romero Jr a Barba and a Rodriguez Also Grisha is an alien sent from space to remind us to practice,"[('Which', 0), ('one', 0), ('There', 0), ('are', 0), ('three', 0), ('excellent', 0), ('guitars', 0), ('featured', 0), ('in', 0), ('this', 0), ('video--a', 0), ('Pepe', 0), ('Romero', 0), ('Jr', 0), ('a', 0), ('Barba', 0), ('and', 0), ('a', 0), ('Rodriguez', 0), ('Also', 0), ('Grisha', 0), ('is', 0), ('an', 0), ('alien', 0), ('sent', 0), ('from', 0), ('space', 0), ('to', 0), ('remind', 0), ('us', 0), ('to', 0), ('practice', 0)]"
I 2019ve seen it before Amazing performance by grisha and guitar,"[('I', 0), ('2019ve', 0), ('seen', 0), ('it', 0), ('before', 0), ('Amazing', 0), ('performance', 0), ('by', 0), ('grisha', 0), ('and', 0), ('guitar', 1)]"
What guitar produces this timbre at the beginning of the song,"[('What', 0), ('guitar', 0), ('produces', 0), ('this', 0), ('timbre', 0), ('at', 0), ('the', 0), ('beginning', 0), ('of', 0), ('the', 0), ('song', 0)]"
Tube saturation and a lot of compression I would guess recorded from a bridge neck pickup sounds pretty humbucker-y to me,"[('Tube', 0), ('saturation', 0), ('and', 0), ('a', 0), ('lot', 0), ('of', 0), ('compression', 2), ('I', 0), ('would', 0), ('guess', 0), ('recorded', 0), ('from', 0), ('a', 0), ('bridge', 0), ('neck', 0), ('pickup', 0), ('sounds', 0), ('pretty', 0), ('humbucker-y', 2), ('to', 0), ('me', 0)]"
Does increasing the acti8n of a guitar cost much and also how does the height of the action affet the sound loudness timbre etc,"[('Does', 0), ('increasing', 0), ('the', 0), ('acti8n', 0), ('of', 0), ('a', 0), ('guitar', 0), ('cost', 0), ('much', 0), ('and', 0), ('also', 0), ('how', 0), ('does', 0), ('the', 0), ('height', 0), ('of', 0), ('the', 0), ('action', 0), ('affet', 0), ('the', 0), ('sound', 0), ('loudness', 0), ('timbre', 0), ('etc', 0)]"
Electric guitar neck pick up bass set to 11,"[('Electric', 0), ('guitar', 0), ('neck', 0), ('pick', 0), ('up', 0), ('bass', 0), ('set', 0), ('to', 0), ('11', 0)]"
This sounds like an archtop guitar also sometimes called a jazz box,"[('This', 0), ('sounds', 0), ('like', 0), ('an', 0), ('archtop', 0), ('guitar', 0), ('also', 0), ('sometimes', 0), ('called', 0), ('a', 0), ('jazz', 0), ('box', 0)]"
Folk vs Classical - Am I Screwed,"[('Folk', 0), ('vs', 0), ('Classical', 0), ('-', 0), ('Am', 0), ('I', 0), ('Screwed', 0)]"
I learned to play folk on a classical about 30 years ago They re different instruments but they do both have the long sticky bit with 6 strings attached A classical neck is wider and flatter so get a classical as soon as you can but no I don t think you re screwed,"[('I', 0), ('learned', 0), ('to', 0), ('play', 0), ('folk', 0), ('on', 0), ('a', 0), ('classical', 0), ('about', 0), ('30', 0), ('years', 0), ('ago', 0), ('They', 0), ('re', 0), ('different', 0), ('instruments', 0), ('but', 0), ('they', 0), ('do', 0), ('both', 0), ('have', 0), ('the', 0), ('long', 0), ('sticky', 0), ('bit', 0), ('with', 0), ('6', 0), ('strings', 0), ('attached', 0), ('A', 0), ('classical', 0), ('neck', 0), ('is', 0), ('wider', 0), ('and', 0), ('flatter', 0), ('so', 0), ('get', 0), ('a', 0), ('classical', 0), ('as', 0), ('soon', 0), ('as', 0), ('you', 0), ('can', 0), ('but', 0), ('no', 0), ('I', 0), ('don', 0), ('t', 0), ('think', 0), ('you', 0), ('re', 0), ('screwed', 0)]"
There are definitely affordable classicals my first was a 200 yamaha that has served me well over the years If you learn stuff on the steel-string it s certainly going to feel different on the classical as someone said here the neck is wider the action is probably slightly higher than a common steel-string It s usually not a terrible transition Like anything you just have to adjust to the differences but your brain should be able to do that relatively quickly The important questions is your own goals if you like classical repertoire I m sure many pieces will still sound nice played on steel strings and if you enjoy the music that you re playing then no it wouldn t be a waste of time to practice those tunes on your current instrument,"[('There', 0), ('are', 0), ('definitely', 0), ('affordable', 0), ('classicals', 1), ('my', 0), ('first', 0), ('was', 0), ('a', 0), ('200', 0), ('yamaha', 1), ('that', 0), ('has', 0), ('served', 0), ('me', 0), ('well', 0), ('over', 0), ('the', 0), ('years', 0), ('If', 0), ('you', 0), ('learn', 0), ('stuff', 0), ('on', 0), ('the', 0), ('steel-string', 1), ('it', 0), ('s', 0), ('certainly', 0), ('going', 0), ('to', 0), ('feel', 0), ('different', 0), ('on', 0), ('the', 0), ('classical', 1), ('as', 0), ('someone', 0), ('said', 0), ('here', 0), ('the', 0), ('neck', 0), ('is', 0), ('wider', 0), ('the', 0), ('action', 0), ('is', 0), ('probably', 0), ('slightly', 0), ('higher', 0), ('than', 0), ('a', 0), ('common', 0), ('steel-string', 1), ('It', 0), ('s', 0), ('usually', 0), ('not', 0), ('a', 0), ('terrible', 0), ('transition', 0), ('Like', 0), ('anything', 0), ('you', 0), ('just', 0), ('have', 0), ('to', 0), ('adjust', 0), ('to', 0), ('the', 0), ('differences', 0), ('but', 0), ('your', 0), ('brain', 0), ('should', 0), ('be', 0), ('able', 0), ('to', 0), ('do', 0), ('that', 0), ('relatively', 0), ('quickly', 0), ('The', 0), ('important', 0), ('questions', 0), ('is', 0), ('your', 0), ('own', 0), ('goals', 0), ('if', 0), ('you', 0), ('like', 0), ('classical', 1), ('repertoire', 0), ('I', 0), ('m', 0), ('sure', 0), ('many', 0), ('pieces', 0), ('will', 0), ('still', 0), ('sound', 0), ('nice', 0), ('played', 0), ('on', 0), ('steel', 0), ('strings', 0), ('and', 0), ('if', 0), ('you', 0), ('enjoy', 0), ('the', 0), ('music', 0), ('that', 0), ('you', 0), ('re', 0), ('playing', 0), ('then', 0), ('no', 0), ('it', 0), ('wouldn', 0), ('t', 0), ('be', 0), ('a', 0), ('waste', 0), ('of', 0), ('time', 0), ('to', 0), ('practice', 0), ('those', 0), ('tunes', 0), ('on', 0), ('your', 0), ('current', 0), ('instrument', 0)]"
